iter	RMSE
0	1.161557697
1	1.098900372
2	1.038047706
3	0.9826612144
4	0.9295316156
5	0.8801452565
6	0.8319401321
7	0.7859108466
8	0.7434004257
9	0.7029603228
10	0.6650497941
11	0.6294709831
12	0.5956380611
13	0.5628726741
14	0.533108775
15	0.5044253989
16	0.476935598
17	0.4508028388
18	0.4267882311
19	0.4039885813
20	0.3818991314
21	0.3610982636
22	0.3416429079
23	0.3232299491
24	0.3057253029
25	0.2897143331
26	0.2740298067
27	0.2596930056
28	0.2460498074
29	0.2332097148
30	0.2212245412
31	0.2092634686
32	0.1981007369
33	0.1877726055
34	0.1779065197
35	0.1685189005
36	0.159749457
37	0.1514735851
38	0.1434414005
39	0.136084074
40	0.1289699669
41	0.1221302967
42	0.1158848759
43	0.1100867393
44	0.1043274988
45	0.0991442455
46	0.09398459849
47	0.08920480262
48	0.08459548005
49	0.08048011028
50	0.07649060442
51	0.07273631995
52	0.06912316057
53	0.06564007119
54	0.06245007049
55	0.05940359686
56	0.05656872123
57	0.05395487638
58	0.05137269722
59	0.04911153316
60	0.04677256153
61	0.0447169338
62	0.0426615638
63	0.04086537804
64	0.03916159647
65	0.03747678669
66	0.03579461377
67	0.03420988493
68	0.03278320264
69	0.03141814918
70	0.03010723555
71	0.02886283902
72	0.02769813592
73	0.02660960047
74	0.02565149008
75	0.02470218461
76	0.02386505905
77	0.02312593461
78	0.0223101349
79	0.02156655899
80	0.02089884508
81	0.02022825386
82	0.01960022479
83	0.01908416477
84	0.01851618735
85	0.01803100861
86	0.01756316694
87	0.01716175993
88	0.01672320681
89	0.01634202537
90	0.0159832753
91	0.01566771883
92	0.01533035209
93	0.01505094702
94	0.01475513574
95	0.01448457744
96	0.01424348479
97	0.01399417636
98	0.01378019671
99	0.01357888299
100	0.01335951411
101	0.01317089561
102	0.01297497807
103	0.01280718391
104	0.01264248265
105	0.01252597738
106	0.01237862186
107	0.01222478289
108	0.0120857518
109	0.01197130659
110	0.01186507746
111	0.01178513447
112	0.01169353158
113	0.01158504299
114	0.01150058513
115	0.01140102656
116	0.0112851225
117	0.01120470446
118	0.01112342424
119	0.01103003022
120	0.01096396299
121	0.01088874372
122	0.01082897434
